step,rank,full_step_ns,advance_ns,observables_ns,visit_ns,evidence_resources_ns,csv_ns,checkpoint_ns,candidate_ns,state_copy_ns,velocity_halo_ns,thermo_ns,boundary_derived_ns,flux_ns,certificate_ns,residual_ns,equivalence_hash_ns,schur_prepare_ns,krylov_ns,recovery_ns,baseline_evaluations,extrapolation_evaluations,ladder_evaluations,incomplete_evaluations,rejected_extrapolations,reported_collective_subtotal,structured_control,ibm_control,pressure_calls,pressure_prepare_ns,pressure_solve_ns,pressure_close_ns,diagonal_calls,diagonal_prepare_ns,diagonal_solve_ns,diagonal_close_ns,spatial_calls,spatial_prepare_ns,spatial_solve_ns,spatial_close_ns,A_apply_ns,M_apply_ns,arnoldi_dot_ns,arnoldi_reduce_ns,arnoldi_update_ns,final_momentum_ns,terminal_metrics_ns,boundary_ledger_ns,structured_wait_ns,structured_control_ns,dropped_loops,scalar_remap_ns,scalar_coupling_sweeps,scalar_remap_iterations
1003,110,8474899315,8464159270,10257980,50,397222,84753,40,1999807943,380923,95105468,183686361,482092960,411424238,156437751,534929696,135715584,222323393,3393370401,16288258,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77135641,2498173277,13745829,1,145187752,895197124,2542429,1198500217,1708243649,98712818,97240506,42658205,192338644,5137301,34863107,297573553,326669013,0,0,0,0
1003,111,8474897014,8464161009,10255900,80,396712,83273,40,1999777810,434103,95072210,183957349,481771619,411147859,156751493,535089659,135525398,222372835,3393291509,16431601,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77176392,2498132816,13807120,1,145196443,895158693,2624481,1212637246,1709269066,101404125,80426356,41594329,192285744,5195262,34860837,326590630,346551438,0,0,0,0
1003,112,8474899305,8464183421,10228749,60,402542,84493,40,2003444625,354251,95140439,185969894,479778565,410080119,157706098,534988553,139407647,222426096,3393538859,16088399,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77244794,2498343555,13549110,1,145181302,895195304,2539289,1234355559,1707966354,94578320,75497126,41620502,192320754,5155001,34865637,199550384,339907830,0,0,0,0
1003,113,8474897885,8464160760,10257600,70,396672,82753,30,2004794907,383941,95161061,185827319,479887171,410122568,157686308,535154693,140551067,222458549,3393568447,16156443,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77256916,2498336652,13611944,1,145201633,895231795,2544499,1214280901,1708211888,100729253,85199541,42447328,192283433,5184651,34874488,296160639,310679481,0,0,0,0
1003,114,8474899825,8464182721,10229539,50,402262,85223,30,2004343954,340091,95163221,187624215,478137075,409938363,157847864,534976098,140293306,222430815,3393559670,16075729,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77234803,2498353806,13539510,1,145196012,895205864,2536219,1214390153,1707159382,99155610,87739482,43856550,192326095,5142231,34873817,272760372,302810506,0,0,0,0
1003,115,8474898155,8464166741,10245599,50,402412,83323,30,2004909202,354800,95157152,187313485,478411215,410254201,157554685,535168053,140667082,222428659,3393534935,16195014,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77227026,2498327461,13622894,1,145201633,895207474,2572120,1231127937,1706269176,91603782,82461997,42917190,192284923,5192672,34864237,295382287,306191950,0,0,0,0
1003,116,8474898925,8464154270,10257430,60,402512,84623,30,2003356031,368688,95133176,186627859,479146567,409787446,157992131,534996480,139278903,222388978,3393475794,16172443,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77188935,2498292320,13614994,1,145200043,895183474,2557449,1240046608,1703113772,93284151,76868145,42442192,192320864,5150831,34880867,305933928,302437466,0,0,0,0
1003,117,8474897825,8464165070,10247580,80,401622,83433,40,2002491023,367309,95143743,187016335,478699433,410248294,157561532,535154683,138274776,222453099,3393568548,16171732,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77251306,2498338683,13622273,1,145201793,895229865,2549459,1218718810,1702778170,96558227,92711617,44701715,192285244,5185022,34870977,332237559,313425328,0,0,0,0
1003,118,8474899575,8464182481,10229729,60,402082,85193,30,2003675071,351828,95158643,187094596,478687643,410047816,157725410,535008092,139582702,222405796,3393581438,16075501,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77209003,2498361283,13553703,1,145196793,895220155,2521798,1232200541,1699577885,97171140,81199705,41612950,192330844,5140501,34871377,311494550,311035078,0,0,0,0
1003,119,8474898165,8464187211,10230699,50,396452,83713,40,2004181589,374991,95150071,187327114,478399254,409992765,157816433,535163423,139934867,222462819,3393534465,16192865,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77261006,2498318451,13632345,1,145201813,895216014,2560520,1229351491,1699159989,96392265,82728575,42214646,192286223,5193602,34862807,325394983,311181888,0,0,0,0
1003,120,8474899054,8464179960,10231799,70,402902,84293,30,1999214294,352589,95155044,183906775,481848873,410714059,157083858,534982739,135128473,222426457,3393391292,16251206,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77224464,2498218130,13688456,1,145201993,895173162,2562750,1224274157,1699215623,98498864,80920849,41461564,192322454,5149021,34866757,338160449,342282326,0,0,0,0
1003,121,8474897615,8464179341,10227599,49,407433,83163,30,1999954009,376442,95134081,185055421,480694280,410622923,157189523,535166072,135684875,222436078,3393472945,16267216,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77237615,2498265821,13700676,1,145198463,895207124,2566540,1200140303,1705239482,100507000,99520711,41210792,192283813,5187902,34867127,324839900,336059219,0,0,0,0
1003,122,8474899134,8464181960,10228569,60,403422,85083,40,1999982463,309758,95148953,185059581,480710319,410693447,157107728,535002030,135926068,222408020,3393395890,16241166,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77211916,2498219348,13680186,1,145196104,895176542,2560980,1212442630,1704931862,97974149,91588569,40156995,192327655,5143061,34865507,322080923,340611831,0,0,0,0
1003,123,8474897905,8464180771,10236129,60,397712,83193,40,2000223334,358962,95154969,183636109,482110362,410885921,156926595,535166183,135957143,222450389,3393408631,16336349,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77251476,2498189767,13762849,1,145198913,895218864,2573500,1186746019,1707697382,98832896,106750497,42862427,192285753,5191612,34861077,306561012,347316663,0,0,0,0
1003,124,8474899415,8464178211,10232619,70,403372,85113,30,1999624495,410813,95087521,184044919,481725717,410752589,157038978,534998292,135533524,222412688,3393340501,16301226,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77221376,2498180168,13720586,1,145191312,895160333,2580640,1212824030,1706900858,96331976,90303199,41384570,192322874,5149591,34864847,311560452,338211801,0,0,0,0
1003,125,8474897735,8464178821,10228128,51,407592,83113,30,2000167095,366562,95127159,184104075,481624825,411052506,156764181,535154492,135934103,222442408,3393424912,16341518,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77245355,2498216648,13757518,1,145197053,895208264,2584000,1195170069,1703646888,96965532,104362613,39107703,192286024,5184812,34865507,312736940,339968430,0,0,0,0
1003,126,8474900094,8464153889,10262110,80,398442,85453,120,1999740158,364962,95135668,185133305,480651975,410465371,157322777,535025039,135600451,222375005,3393445634,16208774,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77185763,2498241810,13671655,1,145189242,895203824,2537119,1182784397,1705127915,103006869,109299980,40960963,192330315,5142471,34864227,318275187,337331280,0,0,0,0
1003,127,8474898314,8464175850,10241679,50,397252,83453,30,2000083511,351660,95141962,183815384,481926867,411261830,156545836,535165822,135835610,222453978,3393362211,16376889,6,3,4,0,1,4517,1228,61,0,0,0,0,5,77255925,2498169758,13781198,1,145198053,895192453,2595691,1194526017,1708841919,94263985,108579564,41198775,192285694,5192202,34866567,318915578,367848327,0,0,0,0
1004,0,9400795782,9390099358,10248030,40,366872,81442,40,2151833257,523544,101383667,198811609,507673308,444686652,169754823,574607829,154373303,223718472,4009384589,18476967,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90572750,3162280120,15959538,1,133145722,847104469,2517429,1385746374,2121815259,114684025,75599693,53612557,193569434,5027867,31802495,268185845,353532792,0,0,0,0
1004,1,9400796082,9390094038,10254170,60,366842,80942,30,2151779514,511552,101405677,198425537,508028142,444021739,170457704,574752595,154154264,223664238,4009304869,18596851,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90583768,3162152897,16076103,1,133080470,847151972,2520748,1344753217,2115531388,119265027,103790747,53484481,193514613,5084249,31799504,305305633,328146512,0,0,0,0
1004,2,9400797772,9390015855,10331753,50,368822,81262,30,2152307670,544394,101367826,196835179,509663371,443921417,170522507,574581807,154852190,223768471,4009293139,18501568,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90628640,3162141517,16023771,1,133139831,847151622,2477797,1345667809,2117407986,120512427,105457831,53880443,193567084,5028558,31801674,307267482,338117682,0,0,0,0
1004,3,9400796192,9390093257,10256761,50,365212,80882,30,2150385580,478331,101452358,198073347,508379593,444138123,170317732,574801185,152719920,223643728,4009373990,18557449,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90564958,3162184637,16072512,1,133078770,847189353,2484937,1345069473,2121496674,113300212,107516792,54309122,193516073,5083818,31798985,348194052,331562386,0,0,0,0
1004,4,9400797892,9390077797,10270301,40,368132,81582,40,2152656831,521965,101370056,196085911,510415529,444149994,170282118,574601599,155211380,223779992,4009276859,18518018,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90640671,3162126187,16039221,1,133139321,847150672,2478797,1345032007,2118381419,119042472,103582866,54493625,193563494,5032838,31802624,338764446,331434001,0,0,0,0
1004,5,9400796162,9390018885,10330143,50,365982,81062,40,2152326561,580057,101331955,196838278,509623680,443928168,170545317,574764194,154693359,223625057,4009440292,18499128,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90548347,3162247809,16018721,1,133076710,847192483,2480407,1343439020,2120596332,120434886,101513252,54502394,193513863,5082639,31801624,366327988,330380691,0,0,0,0
1004,6,9400797862,9390015925,10334043,40,366532,81282,40,2150919319,465042,101463720,195938919,510576151,444469634,169938119,574605989,153439515,223696511,4009372299,18500889,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90559389,3162243879,15999501,1,133137122,847128420,2501388,1365824029,2116748620,116848167,89252967,53191227,193565094,5031237,31801495,333639883,333902075,0,0,0,0
1004,7,9400796322,9390016645,10333493,50,365172,80922,40,2151157237,537633,101396547,197660514,508789376,444023758,170434707,574785612,153506877,223643939,4009464381,18453228,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90564669,3162292259,15954160,1,133079270,847172122,2499068,1356954316,2118808288,116626697,91439016,54053870,193514083,5082928,31801605,345321022,325000235,0,0,0,0
1004,8,9400798812,9390067076,10280302,50,369192,82162,30,2147082128,524377,101376546,194518683,511969416,444985468,169467204,574587839,149625404,223671770,4009268947,18620330,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90537638,3162160977,16100232,1,133134132,847107970,2520098,1334282767,2115740116,121037388,103598646,49938885,193558724,5037108,31805004,363862619,363574797,0,0,0,0
1004,9,9400795992,9390054236,10293452,50,367161,81063,30,2147374756,458894,101449858,195506647,510961713,445383813,169087100,574764976,149729236,223659840,4009332768,18552940,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90581130,3162172606,16043272,1,133078710,847160162,2509668,1340948412,2121624531,119320067,101229967,54711183,193517703,5086809,31795284,355590461,363283417,0,0,0,0
1004,10,9400797692,9390052076,10295002,50,369211,81323,30,2147684406,526766,101391317,194800024,511695846,445649770,168784083,574597318,150219713,223688700,4009320327,18543130,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90557158,3162199007,16033472,1,133131542,847121320,2509658,1339054141,2121328003,117056217,104481402,51464047,193558744,5035667,31797685,352670558,362122289,0,0,0,0
1004,11,9400796292,9390005795,10341213,50,368302,80902,30,2147524671,521215,101370585,196359244,510114217,445801554,168670837,574763858,149892972,223618666,4009338799,18608841,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90533296,3162168707,16106433,1,133085370,847170092,2502408,1315692652,2122976828,119448894,118600332,52888915,193517703,5084839,31797244,385462450,371147206,0,0,0,0
1004,12,9400796622,9390054626,10291662,50,368781,81473,30,2147089816,537794,101359845,194409184,512076116,445397542,169056051,574603430,149626793,223652710,4009318487,18568301,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90541899,3162204116,16051223,1,133110811,847114371,2517078,1323955093,2122935897,117846977,112950783,55776099,193558304,5035658,31798104,367250867,363353165,0,0,0,0
1004,13,9400796212,9390049516,10298452,70,367012,81132,30,2147290453,580947,101325835,194091574,512372135,445678383,168799452,574767974,149643043,223617109,4009368749,18576190,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90531979,3162191647,16082552,1,133085130,847177102,2493638,1310692645,2121053350,116037062,128822595,57829359,193515863,5084639,31799264,336280435,375781639,0,0,0,0
1004,14,9400797572,9390004135,10342913,50,369711,80733,30,2147320006,468411,101454146,195400175,511114198,445545247,168880655,574602999,149828731,223672682,4009282264,18599003,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90539410,3162177995,16077104,1,133133272,847104269,2521899,1334269074,2119776366,117995087,107729802,53698028,193566794,5029537,31803255,353850372,374513455,0,0,0,0
1004,15,9400796532,9390004735,10342853,50,367931,80923,40,2147747378,536974,101386687,195476618,510979762,446041374,168442350,574762056,150092366,223636728,4009304546,18610612,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90557128,3162137564,16108994,1,133079600,847166982,2501618,1310595447,2123662558,115380172,128058141,55630605,193516003,5084669,31798324,393057372,400520417,0,0,0,0
1004,16,9400796622,9390057356,10289792,50,368161,81233,30,2151888990,528487,101389593,196639283,509855399,443978578,170454983,574582552,154440852,223712072,4009382990,18481788,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90561149,3162258760,15983700,1,133150923,847124230,2498088,1346147083,2123541003,116588879,102166042,55535589,193545784,5054488,31802474,343985257,339700617,0,0,0,0
1004,17,9400795272,9390017625,10329123,60,367632,80802,30,2150641949,543104,101380545,198875983,507579209,444347548,170128586,574732264,153035378,223641729,4009524763,18408446,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90547549,3162348261,15914868,1,133094180,847176502,2493578,1337745065,2122634050,118208930,106027881,54488224,193511973,5088339,31802624,333388438,305345007,0,0,0,0
1004,18,9400796642,9390055366,10290282,50,369541,81373,30,2149410792,567707,101337537,196211888,510296822,444251326,170168077,574583328,151974186,223716203,4009371049,18483638,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90554160,3162241648,16002351,1,133162043,847129401,2481287,1357429994,2116765560,118739044,89573602,52546146,193548394,5048038,31805735,328376592,305324362,0,0,0,0
1004,19,9400795422,9390020055,10326863,50,367511,80913,30,2152452194,542838,101389504,197864352,508591367,444570526,169874367,574789794,154810528,223636879,4009504703,18428946,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90547369,3162328541,15933158,1,133089510,847176162,2495788,1338623875,2122532420,117174623,108164833,57999047,193513023,5085449,31805424,356253351,305355068,0,0,0,0
1004,20,9400796922,9390017755,10328663,50,368832,81592,30,2152425856,607658,101292203,197313234,509187336,443732803,170720412,574563208,154990031,223709692,4009418479,18434547,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90561709,3162261848,15966900,1,133147983,847156631,2467647,1340797311,2114736429,119380285,109406005,56713786,193550034,5046548,31806015,359124042,310615836,0,0,0,0
1004,21,9400795282,9390063407,10283451,50,367381,80953,40,2152364369,556106,101363255,197854589,508613380,443947979,170507273,574771486,154732464,223644288,4009428282,18486087,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90556068,3162244089,15997870,1,133088220,847184193,2488217,1339236418,2118579076,119513443,107147060,54793823,193512303,5085419,31805504,387011022,306753941,0,0,0,0
1004,22,9400796872,9390063067,10283701,40,368921,81113,30,2149930857,508036,101412056,197525820,508997680,444037032,170377651,574599078,152454773,223706712,4009420829,18443297,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90556749,3162278999,15960139,1,133149963,847141830,2483158,1348152333,2113897661,117267808,106659294,56047314,193550774,5045878,31807695,356383571,300852188,0,0,0,0
1004,23,9400795462,9390020935,10326123,40,367512,80822,30,2151978810,566339,101363095,198634816,507814813,444116795,170342508,574795515,154326064,223625308,4009407381,18528909,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90539237,3162242300,16024031,1,133086071,847165081,2504878,1361421026,2115570808,116467995,92345660,53399926,193511843,5088499,31802364,388850043,306436965,0,0,0,0
1004,24,9400797582,9390044586,10303092,50,367522,82302,30,2147794192,531935,101374438,194109482,512373118,445463034,168985379,574591318,150340466,223670560,4009310326,18577002,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90535028,3162182006,16077344,1,133135532,847128320,2499658,1320371286,2119131711,115472433,126114646,55156443,193544564,5055737,31802175,376014425,338411481,0,0,0,0
1004,25,9400794972,9390043216,10303082,50,367572,81012,40,2147480689,500463,101428238,194546475,511912854,445662949,168795835,574779963,149825730,223622128,4009335459,18587471,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90531598,3162173637,16080983,1,133090530,847161822,2506488,1313886709,2122421087,119317696,121607849,54664542,193515633,5087739,31799874,356757813,330687941,0,0,0,0
1004,26,9400796712,9390041566,10306212,40,367771,81093,30,2147374616,533147,101358744,195719105,510776567,445810257,168639214,574577111,149932772,223677750,4009279864,18581243,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90542628,3162167285,16070214,1,133135122,847112579,2511029,1321051948,2122913867,128639044,102081144,50619143,193543064,5056047,31802035,377541299,336195611,0,0,0,0
1004,27,9400793812,9390005675,10339323,40,368201,80533,40,2147567463,513228,101395515,196062247,510400614,445335551,169124123,574755322,149949556,223636358,4009298880,18624140,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90542838,3162148308,16103882,1,133093520,847150572,2520258,1332294236,2121983966,120464598,103194641,52293843,193514063,5088219,31799254,404709380,349970955,0,0,0,0
1004,28,9400796932,9390007005,10339023,40,369331,81503,30,2147470891,568495,101350307,194257266,512222244,446187227,168269678,574581426,150004207,223687879,4009283965,18581093,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90552157,3162172876,16064094,1,133135722,847111089,2516999,1344780483,2121533755,117953063,94834651,56782960,193542704,5055697,31802126,343953905,342984290,0,0,0,0
1004,29,9400795062,9390041776,10305872,50,366581,80753,30,2147645074,496044,101403724,194495798,511963183,445209788,169263926,574748494,150033718,223627799,4009252955,18674393,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90537328,3162098684,16158645,1,133090471,847154271,2515748,1309756952,2116263496,120215479,125120972,56155097,193515453,5086669,31800934,377252837,353363923,0,0,0,0
1004,30,9400795502,9390007235,10338903,50,367812,81462,40,2147353598,510505,101399726,194704472,511783578,445256329,169185474,574586940,149895403,223681101,4009307045,18552122,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90541809,3162175745,16063404,1,133139292,847131300,2488718,1306207338,2118708142,122355488,131032715,60817906,193552544,5046808,31802124,376798562,350370824,0,0,0,0
1004,31,9400795312,9390009395,10336513,50,368481,80833,40,2147606096,533856,101376413,194451117,512013966,446161086,168292155,574793786,149957614,223638018,4009346279,18574920,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90546087,3162195858,16055942,1,133091931,847150421,2518978,1305095056,2124639391,117192881,130069559,56699751,193515023,5085678,31801735,407114430,362971520,0,0,0,0
1004,32,9400796792,9390102808,10243960,40,368762,81192,30,2151275490,478603,101397085,197856139,508641362,444256845,170172658,574578979,153863916,223700960,4009365768,18497450,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90560008,3162233648,16008962,1,133140952,847132120,2488488,1357839018,2121831605,119276940,92727074,49949602,193570095,5029777,31802384,337196373,339407970,0,0,0,0
1004,33,9400795722,9390021555,10325803,50,367261,81023,30,2151760112,479544,101397386,198282014,508179756,444340100,170134854,574756205,154155713,223658138,4009460463,18459157,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90575108,3162286751,15958599,1,133083030,847173712,2500558,1357099395,2123036532,113602616,95893360,50749306,193510642,5087759,31802375,375101157,305466717,0,0,0,0
1004,34,9400797292,9390021505,10325793,50,368741,81163,40,2151530997,461501,101403289,195584107,510921881,444462075,170005560,574539207,154124826,223802784,4009312197,18459347,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90670202,3162157556,15983570,1,133132582,847154641,2475777,1338338798,2121823365,120825697,108918009,53731610,193562254,5036058,31802444,367784932,301893239,0,0,0,0
1004,35,9400795892,9390108708,10238690,50,367361,81043,40,2151210197,426691,101470060,198469297,507990811,444316747,170132339,574792562,153580051,223636758,4009364849,18588021,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90552878,3162173256,16106284,1,133083880,847191593,2481737,1362981460,2121738131,117003866,95721266,54132798,193513913,5087109,31801035,384607219,295175668,0,0,0,0
1004,36,9400797262,9390104018,10243710,50,367862,81592,30,2150959528,469743,101391278,196236988,510268111,443942377,170483655,574580730,153554076,223707709,4009352800,18506739,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90575558,3162208928,16020292,1,133132151,847143872,2486447,1371008462,2113807481,114809965,91579467,54151841,193562114,5037548,31802395,360787614,300620040,0,0,0,0
1004,37,9400795722,9390104088,10244930,40,365661,80973,30,2151433663,473185,101414005,198009427,508455165,444395148,170096026,574725741,153834485,223623648,4009371570,18571420,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90543348,3162209818,16057812,1,133080300,847161752,2513608,1367761384,2120593436,121948621,81912535,50705056,193511273,5089068,31800935,392618877,306020739,0,0,0,0
1004,38,9400797372,9390105638,10241720,40,368791,81153,30,2150933776,497813,101385497,196447655,510066454,443790614,170627551,574585508,153503575,223714442,4009289727,18556080,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90573710,3162155856,16068083,1,133140732,847133871,2487997,1333381319,2120522378,121410178,113592208,56318109,193569084,5029277,31802566,380543311,309046359,0,0,0,0
1004,39,9400795832,9390020545,10328073,50,366282,80852,30,2153053293,470763,101419028,197290382,509176597,444259158,170188563,574772645,155443416,223647879,4009447372,18473898,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90564819,3162270140,15980640,1,133083060,847177232,2493258,1344896903,2115276843,121844078,107285391,53417349,193507813,5087708,31802315,410120643,311274576,0,0,0,0
1004,40,9400797242,9390018965,10326523,40,369242,82442,30,2147249464,440204,101482179,193108883,513347025,445474226,168966318,574584641,149817839,223654628,4009310458,18592071,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90516026,3162193448,16084033,1,133138602,847117010,2508038,1325907986,2120897744,123669744,111837489,58059902,193560294,5038188,31801594,421295774,343223729,0,0,0,0
1004,41,9400794382,9390019945,10326203,70,367261,80873,30,2147195411,479333,101428948,195646160,510814400,445939488,168532556,574760172,149555952,223591038,4009292775,18632373,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90504607,3162153095,16103084,1,133086431,847139680,2529289,1336600187,2117752440,118224854,108595863,49299749,193516963,5084198,31800946,421358019,338796732,0,0,0,0
1004,42,9400796172,9390100628,10246210,40,367851,81403,40,2147310724,472483,101425547,194157135,512321194,446962025,167500910,574558889,149879790,223677578,4009286176,18579372,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90539506,3162188077,16051073,1,133138072,847098099,2528299,1333039069,2122802612,117783918,108345902,52584851,193563354,5035417,31801625,409257321,337688867,0,0,0,0
1004,43,9400794582,9390016765,10329423,50,367562,80752,30,2147344388,478434,101444817,195879250,510576580,445337021,169140623,574749154,149702918,223589897,4009296796,18644253,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90501436,3162135475,16134315,1,133088461,847161321,2509938,1312979208,2124339057,121572358,123269608,55340760,193517293,5084029,31799774,406883688,341682320,0,0,0,0
1004,44,9400796192,9390018825,10327943,40,367761,81593,30,2147298894,530974,101366695,193881767,512585873,445384404,169072948,574588880,149856371,223651139,4009220313,18671574,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90519758,3162089572,16168906,1,133131381,847130741,2502668,1313469795,2117080093,117734999,129136845,58810103,193562364,5034678,31801624,407271792,352610379,0,0,0,0
1004,45,9400794472,9390098858,10247970,40,366641,80933,30,2147485243,534336,101362634,196495358,509965123,445087192,169419851,574721664,149869980,223609388,4009291847,18650953,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90519348,3162121925,16149765,1,133090040,847169922,2501188,1304065958,2121451386,120567281,132939904,55810978,193514743,5083919,31799894,406471055,353127957,0,0,0,0
1004,46,9400795972,9390017195,10328723,50,369452,80522,30,2147500460,491616,101428337,193240035,513246333,445358834,169108861,574551019,150043305,223656159,4009265505,18613802,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90517457,3162166456,16087253,1,133138702,847099049,2526549,1312125626,2119301862,128894626,121847920,56120221,193569794,5028977,31801575,388760950,352986884,0,0,0,0
1004,47,9400794732,9390103228,10243420,50,367141,80863,30,2147627035,563440,101344691,195477469,510984922,445843136,168657509,574740763,149987168,223624478,4009286396,18632063,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90539328,3162136095,16115984,1,133085150,847150301,2516079,1318899028,2125595623,117232842,120173256,53389853,193516263,5085019,31799255,449190641,365111907,0,0,0,0
1004,48,9400795272,9390076617,10268151,50,368941,81483,30,2148092049,454553,101415388,195825606,510672003,443947467,170495005,574578469,150672598,223724912,4009357799,18489297,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90591050,3162257680,15960738,1,133133862,847100119,2528559,1349551752,2122522671,117711004,98461464,50537420,193544904,5052418,31804435,422785741,345211812,0,0,0,0
1004,49,9400793802,9390030746,10315052,80,367311,80583,30,2152207888,476091,101420057,198274765,508188025,443958499,170509645,574757993,154595500,223651087,4009411422,18514468,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90560497,3162259561,15990139,1,133090590,847151861,2524329,1347239338,2118276322,113482892,114913174,55355921,193507852,5091930,31802644,429643295,324759895,0,0,0,0
1004,50,9400795512,9390028696,10316952,40,368251,81543,30,2152679602,459493,101415457,196606189,509903361,443996439,170432823,574561270,155279169,223786093,4009272097,18500678,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90657392,3162171437,15973189,1,133128701,847100660,2527489,1377015553,2122475922,112148942,82255811,49383956,193551694,5045148,31805795,423951987,304575765,0,0,0,0
1004,51,9400794022,9390014715,10331003,50,367241,80983,30,2151830018,461393,101433428,199355078,507111522,444178025,170279498,574768332,154220520,223624748,4009431441,18507877,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90531048,3162245168,16017700,1,133093700,847186273,2490177,1200259296,2127274329,105243532,215474205,51748383,193509412,5087790,31804475,446964133,378405678,0,0,0,0
1004,52,9400795652,9390060766,10286132,50,367051,81623,30,2151411954,495364,101380286,195969930,510534640,443896865,170538989,574574359,153995260,223717750,4009388030,18456807,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90588199,3162274779,15938239,1,133129551,847113251,2518568,1393592203,2121119292,106695434,75682263,52589783,193547744,5048318,31805815,399132504,288301198,0,0,0,0
1004,53,9400793762,9390020405,10324823,40,367541,80923,30,2152082673,521876,101365023,199333278,507135702,444356280,170108283,574753723,154483426,223646668,4009451922,18473808,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90558408,3162338112,15909748,1,133088260,847113810,2564060,1386448253,2115661561,115870731,80000358,53604073,193508983,5089368,31802955,418246147,291283808,0,0,0,0
1004,54,9400795542,9390073077,10272901,40,368182,81312,30,2150415264,477531,101404198,197297052,509225438,444256847,170165645,574578150,152985900,223698960,4009348939,18512888,7,3,4,0,0,5275,1424,66,0,0,0,0,6,90566778,3162238670,15993839,1,133132182,847110269,2519049,1342692200,2115815475,119935773,109390302,53061889,193549974,5047068,31805415,400551876,310094515,0,0,0,0
