step,rank,level,initialized,complete,attempts,successes,failures,apply_ns,reduction_ns,visits,pre_smooth_calls,pre_smooth_ns,residual_calls,residual_ns,restriction_calls,restriction_ns,prolongation_calls,prolongation_ns,post_smooth_calls,post_smooth_ns,terminal_calls,terminal_ns,direct_mpi_calls,direct_mpi_ns,halo_wait_ns,halo_control_ns,halo_control_calls,source_meta_sha256
10511,24,-1,1,1,158,158,0,1942816201,116400445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,24,0,1,1,0,0,0,0,0,158,158,475423963,0,0,158,157140759,158,48961794,158,235175780,0,0,0,0,101192036,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,24,1,1,1,0,0,0,0,0,316,316,63959132,0,0,316,55932660,316,15438816,316,55803664,0,0,632,4978546,66985595,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,24,2,1,1,0,0,0,0,0,474,474,35990458,0,0,474,38154342,474,6883456,474,13255046,0,0,1264,2263392,59766761,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,24,3,1,1,0,0,0,0,0,632,632,58993480,0,0,632,14539819,632,6361878,632,8041522,0,0,1896,2002489,71087292,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,24,4,1,1,0,0,0,0,0,790,790,7719320,0,0,790,19872327,790,13925116,790,9658676,0,0,2528,3213838,30432763,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,24,5,1,1,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,948,208990041,2528,121880631,11269499,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,24,-1,1,1,151,151,0,1966086263,130532194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,24,0,1,1,0,0,0,0,0,151,151,451492632,0,0,151,151116621,151,46539135,151,224926100,0,0,0,0,96670487,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,24,1,1,1,0,0,0,0,0,302,302,61813394,0,0,302,54476639,302,15073406,302,52981570,0,0,604,4912335,66070469,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,24,2,1,1,0,0,0,0,0,453,453,54425407,0,0,453,50734458,453,7997771,453,12982618,0,0,1208,2184596,91724399,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,24,3,1,1,0,0,0,0,0,604,604,88774574,0,0,604,4026749,604,4591334,604,9722651,0,0,1812,1809046,94128555,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,24,4,1,1,0,0,0,0,0,755,755,36275240,0,0,755,2799824,755,28847655,755,8861696,0,0,2416,1655178,41259284,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,24,5,1,1,0,0,0,0,0,906,0,0,0,0,0,0,0,0,0,0,906,199256585,2416,117637889,26266267,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,24,-1,1,1,155,155,0,1794888072,74456137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,24,0,1,1,0,0,0,0,0,155,155,466210048,0,0,155,153907187,155,47924839,155,228224857,0,0,0,0,91664295,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
