step,rank,attempt,scalar_coupling_sweep,dt,attempt_status,corrector,refinement,kind,invoked,iterations,A_calls,M_calls,linear_initial,linear_final,linear_criterion_valid,linear_rhs_norm,linear_atol,linear_rtol,linear_residual_limit,prepare_ns,solve_ns,close_ns,A_ns,M_ns,dot_ns,reduce_ns,update_ns,mg_refill_ns,mg_copy_ns,structured_wait_ns,structured_control_ns,globalization_valid,baseline_candidates,extrapolated_candidates,ladder_candidates,incomplete_candidates,candidate_ns,baseline_continuity,baseline_energy,selected_continuity,selected_energy,selected_alpha,dropped_loops,mg_enabled,mg_complete,mg_attempts,mg_successes,mg_failures,mg_apply_ns,mg_reduction_ns,mg_halo_wait_ns,mg_halo_control_ns,mg_halo_control_calls,mg_pre_smooth_calls,mg_pre_smooth_ns,mg_residual_calls,mg_residual_ns,mg_restriction_calls,mg_restriction_ns,mg_prolongation_calls,mg_prolongation_ns,mg_post_smooth_calls,mg_post_smooth_ns,mg_terminal_calls,mg_terminal_ns,mg_direct_mpi_calls,mg_direct_mpi_ns,mg_finest_pre_smooth_ns,mg_finest_post_smooth_ns,fgmres_available,fgmres_norm_restarts,fgmres_unsafe_norms,fgmres_discarded_columns,fgmres_explicit_reorthogonalizations,fgmres_unsafe_restarts,fgmres_happy_restarts,fgmres_length_restarts,fgmres_initial_residual_applies,fgmres_arnoldi_applies,fgmres_unsafe_residual_applies,fgmres_interior_residual_applies,fgmres_cycle_residual_applies,source_meta_sha256
10511,102,1,1,1.3808912271980337e-05,0,1,0,2,1,27,39,27,0.13515187240323825,9.0361531319228063e-06,1,0.13515187240323825,1e-08,0.0001,1.3515187240323827e-05,122135633,1253230722,2773441,723527533,313951204,9259051,119587003,5324945,81553,0,62855885,3883647,1,1,0,1,0,325053810,0.00032939570572548777,8.7393518257814574e-05,2.2391086320965667e-07,3.384227121261353e-07,1,0,1,1,27,27,0,313823940,10720444,44875837,0,0,405,109570926,0,0,405,41454146,405,15841340,405,58728767,162,28219780,1512,15838782,79761447,42635833,1,8,8,8,0,8,0,0,1,27,8,3,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,102,1,1,1.3808912271980337e-05,0,2,0,1,1,19,29,19,0.2620413490470081,1.4763014894235304e-05,1,0.16396622043571249,1e-08,0.0001,1.6396622043571251e-05,15430976,384969543,2705588,103084575,221919498,14708108,7235146,7652979,11158119,1690157,29348120,10067787,1,1,0,1,0,299256156,0.00046130881311836285,0.00012018337847241932,3.425745204770239e-06,0.00012789016682760205,1,0,1,1,19,19,0,221857062,8098958,29336640,0,0,285,78700258,0,0,285,28519452,285,10668779,285,40469152,114,19592549,1064,10640580,58593265,29200748,1,4,5,4,1,4,0,0,1,19,4,5,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,102,1,1,1.3808912271980337e-05,0,2,1,1,1,32,45,32,0.015862174636017808,1.4161817327297049e-08,1,0.015862174636017808,1e-08,9.9999999999999995e-07,1.5862174636017806e-08,15087439,646007280,2763691,161886807,371420409,36375764,9193339,16643662,10822941,1652084,61460813,15900675,1,1,0,1,0,302125552,3.425745204770239e-06,0.00012789016682760205,4.2412136409121296e-06,2.0728866895427739e-05,1,0,1,1,32,32,0,371293411,10484261,61450039,0,0,480,131827881,0,0,480,57891889,480,18464426,480,63765095,192,34247489,1792,18828174,96146519,45968928,1,5,5,5,0,5,0,0,1,32,5,7,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,102,1,1,1.3808912271980337e-05,0,2,2,1,1,27,41,27,0.0015942552553563044,5.8388899337860778e-09,1,0.0015942552553563044,1e-08,2.1158303710747213e-06,1e-08,14754702,544712959,2691747,151030231,320639364,13666198,12910899,4578482,10546647,1609261,48582042,18582006,1,1,1,0,0,302774654,4.2412136409121296e-06,2.0728866895427739e-05,1.4956682784053168e-06,6.2033010580826668e-06,1.1981527639935912,0,1,1,27,27,0,320550020,12520495,48571939,0,0,405,116713838,0,0,405,41153335,405,17381543,405,57595458,162,29244135,1512,17468724,83190168,40664452,1,7,7,7,1,7,0,0,1,27,7,6,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,102,1,1,1.3808912271980337e-05,0,2,3,1,1,28,41,28,0.00048217153961915377,8.6357737790818574e-09,1,0.00048217153961915377,1e-08,9.9999999999999995e-07,1e-08,16059438,564843115,2687527,148153528,320951334,24424942,14151422,11378622,11601711,1773431,53027859,15204984,1,1,1,0,0,298100415,1.4956682784053168e-06,6.2033010580826668e-06,1.2926582937033386e-06,5.3872250064445417e-06,1.7155354588191363,0,1,1,28,28,0,320818732,9485862,53020671,0,0,420,115199343,0,0,420,42631510,420,18888570,420,58334004,168,29576361,1568,16031634,85506644,42424231,1,6,6,6,0,6,0,0,1,28,6,6,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,102,1,1,1.3808912271980337e-05,0,2,4,1,1,25,35,25,0.00042290516003619518,8.751953179196154e-09,1,0.00042290516003619518,1e-08,9.9999999999999995e-07,1e-08,14616285,710446790,2621283,126737551,393830071,26393336,42182997,14329611,10474654,1615602,147073525,14132300,1,1,1,1,0,538208606,1.2926582937033386e-06,5.3872250064445417e-06,2.1103261351428625e-07,7.5221407938637208e-07,1,0,1,1,25,25,0,393603187,6839250,147064646,0,0,375,130685273,0,0,375,55859599,375,15343405,375,100969677,150,42936341,1400,30952102,89960921,68797177,1,4,4,4,0,4,0,0,1,25,4,5,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,102,1,1,1.3808912271980337e-05,0,1,0,2,1,25,40,25,0.13540119174591983,1.1137232919519084e-05,1,0.13523027070482063,1e-08,0.0001,1.3523027070482063e-05,135160164,1244930551,2595472,737545761,289575503,9781052,107229671,4964631,11513466,1774890,55131087,3881907,1,1,0,1,0,327285251,0.00031205354691063995,7.7477274071909675e-05,2.1597472140589223e-07,3.5218360828250723e-07,1,0,1,1,25,25,0,289481528,8844538,39204259,0,0,375,100272016,0,0,375,37709583,375,14287992,375,54437986,150,25138728,1400,13938979,72923996,39446118,1,8,9,8,1,8,0,0,1,25,8,6,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,102,1,1,1.3808912271980337e-05,0,2,0,1,1,18,26,18,0.26111057611272004,1.1797177635078724e-05,1,0.16312459418448005,1e-08,0.0001,1.6312459418448006e-05,15686098,375004070,2520859,94352618,209595902,18319480,8439690,12827811,10659853,1649975,28574543,9200072,1,1,0,1,0,303594952,0.00039715019468961608,0.00010364567551202407,3.1641525387010635e-06,0.00011081995666844466,1,0,1,1,18,18,0,209522339,6437015,28566132,0,0,270,73697634,0,0,270,27360091,270,10064761,270,38369036,108,18685809,1008,10546210,54732324,27853129,1,2,2,2,0,2,0,0,1,18,2,5,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,102,1,1,1.3808912271980337e-05,0,2,1,1,1,36,56,36,0.015782040343763074,1.3213651137374546e-08,1,0.015782040343763074,1e-08,9.9999999999999995e-07,1.5782040343763072e-08,14890218,938251066,2818864,202868746,543902004,18140143,64466986,6138442,10662613,1710327,178531051,24265029,1,1,0,1,0,409949648,3.1641525387010635e-06,0.00011081995666844466,3.7073480173787915e-06,1.7642815161423369e-05,1,0,1,1,36,36,0,543789305,15823499,178468260,0,0,540,175669841,0,0,540,70035329,540,38537005,540,128621003,216,54218532,2016,37083755,120408415,94738725,1,11,11,11,1,11,0,0,1,36,11,8,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,102,1,1,1.3808912271980337e-05,0,2,2,1,1,24,35,24,0.0015842417750910149,7.9812421808657804e-09,1,0.0015842417750910149,1e-08,1.8028126806246755e-06,1e-08,21791821,583965600,2653945,143228825,348144155,17253099,26024107,8333715,13567332,1448184,105770786,29951926,1,1,1,0,0,349487059,3.7073480173787915e-06,1.7642815161423369e-05,1.4603016907350001e-06,5.5938531334343484e-06,1.1941911983531794,0,1,1,24,24,0,348075293,18265101,105763583,0,0,360,142842491,0,0,360,36836240,360,32318331,360,48601423,144,25185775,1344,14547625,102316440,35463567,1,4,5,4,1,4,0,0,1,24,4,6,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
