step,rank,level,initialized,complete,attempts,successes,failures,apply_ns,reduction_ns,visits,pre_smooth_calls,pre_smooth_ns,residual_calls,residual_ns,restriction_calls,restriction_ns,prolongation_calls,prolongation_ns,post_smooth_calls,post_smooth_ns,terminal_calls,terminal_ns,direct_mpi_calls,direct_mpi_ns,halo_wait_ns,halo_control_ns,halo_control_calls,source_meta_sha256
10511,99,-1,1,1,158,158,0,1947928424,66368603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,99,0,1,1,0,0,0,0,0,158,158,469683863,0,0,158,177439824,158,70993442,158,227500849,0,0,0,0,142015452,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,99,1,1,1,0,0,0,0,0,316,316,95668298,0,0,316,54516206,316,15729723,316,57231902,0,0,632,6063034,114262357,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,99,2,1,1,0,0,0,0,0,474,474,79624039,0,0,474,30758336,474,6809495,474,14075102,0,0,1264,2405754,97039187,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,99,3,1,1,0,0,0,0,0,632,632,16851658,0,0,632,4210346,632,5576537,632,9378514,0,0,1896,2053279,19994741,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,99,4,1,1,0,0,0,0,0,790,790,7581285,0,0,790,2787439,790,11222387,790,11267988,0,0,2528,2037527,15202264,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,99,5,1,1,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,948,195631771,2528,109524842,7612188,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,99,-1,1,1,151,151,0,1967758615,65467805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,99,0,1,1,0,0,0,0,0,151,151,469494533,0,0,151,172487862,151,49716873,151,220893416,0,0,0,0,201453045,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,99,1,1,1,0,0,0,0,0,302,302,105091781,0,0,302,51784535,302,15427751,302,64661648,0,0,604,5132156,119127005,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,99,2,1,1,0,0,0,0,0,453,453,105364312,0,0,453,14474102,453,6640683,453,13469835,0,0,1208,2428614,107521195,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,99,3,1,1,0,0,0,0,0,604,604,16661992,0,0,604,3972467,604,6361309,604,7460822,0,0,1812,1923545,18262306,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,99,4,1,1,0,0,0,0,0,755,755,8701109,0,0,755,3648560,755,11743279,755,27454069,0,0,2416,1702440,34662505,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,99,5,1,1,0,0,0,0,0,906,0,0,0,0,0,0,0,0,0,0,906,192023505,2416,110839863,8020890,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,99,-1,1,1,155,155,0,1796869337,56104118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,99,0,1,1,0,0,0,0,0,155,155,467021581,0,0,155,158649240,155,54213628,155,235777818,0,0,0,0,105163757,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,99,1,1,1,0,0,0,0,0,310,310,75349101,0,0,310,55821243,310,15805697,310,56712702,0,0,620,7205693,82312986,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,99,2,1,1,0,0,0,0,0,465,465,78144426,0,0,465,15245835,465,6554821,465,14390545,0,0,1240,2240823,81039029,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,99,3,1,1,0,0,0,0,0,620,620,16061884,0,0,620,5787083,620,4267193,620,8079709,0,0,1860,2016805,19729588,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,99,4,1,1,0,0,0,0,0,775,775,7062144,0,0,775,3123950,775,11773578,775,8047881,0,0,2480,1441894,11221963,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
