step,rank,full_step_ns,advance_ns,observables_ns,visit_ns,evidence_resources_ns,csv_ns,checkpoint_ns,candidate_ns,state_copy_ns,velocity_halo_ns,thermo_ns,boundary_derived_ns,flux_ns,certificate_ns,residual_ns,equivalence_hash_ns,schur_prepare_ns,krylov_ns,recovery_ns,baseline_evaluations,extrapolation_evaluations,ladder_evaluations,incomplete_evaluations,rejected_extrapolations,reported_collective_subtotal,structured_control,ibm_control,pressure_calls,pressure_prepare_ns,pressure_solve_ns,pressure_close_ns,diagonal_calls,diagonal_prepare_ns,diagonal_solve_ns,diagonal_close_ns,spatial_calls,spatial_prepare_ns,spatial_solve_ns,spatial_close_ns,A_apply_ns,M_apply_ns,arnoldi_dot_ns,arnoldi_reduce_ns,arnoldi_update_ns,final_momentum_ns,terminal_metrics_ns,boundary_ledger_ns,structured_wait_ns,structured_control_ns,dropped_loops,scalar_remap_ns,scalar_coupling_sweeps,scalar_remap_iterations,source_meta_sha256
10513,24,8783716574,8772081062,11119735,50,419982,95694,51,2003049164,355228,93759113,184997702,478950884,400048419,159220936,554322505,131364916,207966528,3710694770,16126402,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75032889,2667935491,13444675,1,132933639,1042759279,2681727,1255906849,1795431760,125867588,186031178,63598454,201493698,4506770,33122777,288772110,311416205,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,25,8783712363,8772081121,11118166,50,418211,94775,40,2002718720,369381,93713118,185938599,478016029,400384456,158914690,554059033,131293133,208050962,3710637308,16148942,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75084521,2667909300,13459616,1,132966441,1042728008,2689326,1248793745,1797658821,124280846,194762668,62286386,201475606,4525951,33116086,303372400,312804173,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,26,8783716193,8772073061,11126276,40,421972,94774,70,2003183572,327780,93793562,186001331,477944735,400315431,158954222,554324169,131496191,207961667,3710689849,16145384,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75025608,2667937451,13457336,1,132936059,1042752398,2688048,1265979303,1795674065,120771770,187312770,60584971,201501159,4502409,33116946,290345969,310161086,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,27,8783713703,8772137854,11062343,60,418641,94755,50,2002983773,366559,93718409,184961500,478993398,400650299,158641516,554091103,131534048,208089374,3710697670,16072039,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75116062,2667894519,13461356,1,132973312,1042803151,2610683,1262784310,1800690042,124374279,181253548,62590603,201475617,4525280,33112636,314077178,301479461,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,28,8783716333,8772131484,11065133,50,425752,93874,40,2003193171,372202,93758211,183964388,479990719,401199469,158059574,554303455,131516837,207977190,3710776336,16067767,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75041051,2667947023,13454205,1,132936139,1042829313,2613562,1264135588,1798002787,125830207,180128272,62475355,201485858,4514030,33122117,293744967,283522266,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,29,8783712443,8772133824,11060723,750,422952,94144,50,2003179433,362990,93718260,184096732,479853603,401132194,158143530,554111104,131733467,208069052,3710586727,16209114,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75104011,2667887551,13484205,1,132965041,1042699176,2724909,1302901655,1796575605,116664366,158273086,63034513,201476497,4524321,33123447,286386130,294747801,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,30,8783715033,8772079852,11115775,40,425361,93945,60,2003330032,380832,93749940,185716418,478222269,400768006,158505738,554321776,131636301,207981102,3710756652,16070500,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75044702,2668009864,13378913,1,132936400,1042746788,2691587,1259851752,1796617470,123631129,186277664,65195251,201508469,4496349,33113286,292975049,291824144,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,31,8783712673,8772136774,11057833,40,423832,94044,150,2002994803,345199,93747422,186222903,477733024,400989055,158313130,554080522,131539837,208069304,3710622017,16188803,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75103202,2667895120,13492396,1,132966102,1042726897,2696407,1240117866,1793158060,131663514,194064448,60996137,201476188,4525820,33117446,196288368,343121474,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,32,8783712133,8772099072,11097745,40,421741,93485,50,2005352829,315896,93776544,186493406,477477670,399896334,159349169,554326425,133698945,207962366,3710908541,15935201,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75036997,2668118361,13285316,1,132925369,1042790180,2649885,1275054742,1797509115,123427366,174546586,62166385,201501379,4498339,33111936,319164473,316988511,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,33,8783714133,8772206368,10992819,40,419961,94885,60,2005545152,306436,93719220,189094430,474861014,400087562,159223425,554068033,134169079,208038922,3710885650,15902870,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75078301,2668036017,13332059,1,132960621,1042849633,2570811,1268501384,1796752045,121279897,179891809,65122572,201466027,4532551,33121356,342558050,287629753,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,34,8783714623,8772124624,11074773,40,420811,94325,50,2006567232,286062,93781997,188125299,475856716,399813978,159426824,554335630,134918216,207948538,3710810815,16032636,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75025419,2668034275,13371141,1,132923119,1042776540,2661495,1282410762,1795565921,127063187,169846985,59698487,201516859,4483178,33116186,345417813,279930265,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,35,8783713133,8772208728,10988519,50,421012,94764,60,2006254908,300265,93731809,188433408,475524379,399884882,159397305,554099782,134866738,208064732,3710835528,15937382,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75111302,2667998975,13349720,1,132953430,1042836553,2587662,1289738232,1796565218,119777556,170588305,67671161,201466057,4535281,33117796,342310845,275963035,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,36,8783713263,8772204718,10990119,50,424392,93934,50,2005689068,313044,93742484,187792722,476177245,399819155,159439538,554339297,134043813,207981179,3710758595,16066928,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75057430,2668024167,13359781,1,132923749,1042734428,2707147,1315725486,1800115988,131466269,166817131,61739892,201481157,4517580,33117326,337155614,278125403,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,37,8783712763,8772203778,10994759,140,419302,94734,50,2006091549,347447,93740252,188375222,475573173,399989877,159286928,554107973,134640914,208038122,3710836447,15951992,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75077671,2668067488,13300447,1,132960451,1042768959,2651545,1260022728,1797685416,131581503,176931771,58728095,201465837,4538561,33117176,346849359,282566585,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,38,8783715833,8772166326,11030391,50,423412,95594,60,2005841126,290213,93772363,187665497,476304644,399785401,159482071,554293394,134225233,207970009,3710777094,16043988,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75044940,2668002705,13380032,1,132925069,1042774389,2663956,1287479041,1798178211,118305278,170871229,64060637,201509558,4491049,33119186,319134060,285036656,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,39,8783711953,8772160175,11034012,50,424232,93444,40,2006287970,334576,93718072,189640184,474314580,399767695,159541053,554085221,134869098,208059313,3710688179,16092788,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75099592,2667974763,13385590,1,132959721,1042713416,2707198,1295862884,1793136339,122944429,165632700,64037751,201467247,4532881,33123137,351289607,272556738,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,40,8783709513,8772206008,10985759,40,423491,94175,40,2003261417,263035,93814754,184824500,479116475,401032649,158231135,554294515,131645490,207969077,3710746143,16075288,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75044728,2667903900,13479476,1,132924349,1042842243,2595812,1274564387,1796583920,122769253,179302748,64250452,201496979,4502609,33118026,318495884,296024219,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,41,8783708193,8772124834,11066583,40,421861,94815,60,2003471086,290296,93770095,186685633,477243379,401134285,158188443,554021330,132118365,208056432,3710613956,16151873,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75090761,2667896770,13455765,1,132965671,1042717186,2696108,1266281854,1796381496,121223042,187237247,62953073,201472247,4526461,33115666,330682739,298513250,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,42,8783709462,8772205387,10985339,340,424212,94124,60,2002776900,253174,93839989,183495312,480456645,401300069,157946432,554315137,131113111,207993452,3710720300,16085090,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75069223,2667889868,13478807,1,132924229,1042830432,2606283,1263269654,1794628613,132124587,181522098,61727053,201510839,4489819,33121017,320329304,300831791,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,43,8783708272,8772167385,11024151,110,422101,94395,130,2003019614,292744,93778445,184627410,479297945,401168073,158133132,554087272,131605602,208038652,3710730572,16056878,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75076751,2668008885,13361891,1,132961901,1042721687,2694987,1273648938,1798062079,118380688,183619206,68483894,201473747,4526691,33112106,296371280,298194433,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,44,8783709393,8772153015,11036932,40,426271,93055,80,2003171309,312916,93775804,184593328,479356387,401379454,157898449,554295045,131522846,207966978,3710748924,16091908,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75044089,2667995955,13397471,1,132922889,1042752969,2694437,1263583613,1799330600,123698549,184042772,61243857,201487607,4511850,33112076,314667468,304777874,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,45,8783707962,8772207457,10982389,50,423382,94644,40,2003209943,313616,93735323,185893956,478062747,401048391,158254798,554048799,131825303,208053182,3710682301,16118611,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75097432,2667874039,13503008,1,132955750,1042808262,2615603,1268261549,1797818417,119684889,184801415,63905874,201472317,4527361,33119446,320676590,304693933,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,46,8783710933,8772113473,11080124,50,422351,94875,60,2003554590,294553,93779865,186262774,477687384,401090250,158205693,554251462,131956957,207963457,3710657218,16169596,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75039468,2667889799,13498670,1,132923989,1042767419,2670926,1271328464,1795966605,123006525,178735321,65132417,201514310,4485998,33119856,295880502,300191110,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,47,8783708392,8772164995,11027281,40,421331,94665,80,2003761013,288525,93767422,186519989,477435947,401104514,158191432,554073903,132362008,208052062,3710622545,16183456,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75095512,2667880187,13502729,1,132956550,1042742358,2680727,1223479529,1796722633,128766604,211129899,61886531,201471907,4526731,33120086,328797084,352412473,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,48,8783709963,8772088282,11106325,40,421402,93854,60,2005918071,341937,93772493,186969011,476988997,399771283,159481008,554334758,134238684,207990640,3710868468,15946083,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75054520,2668023925,13351841,1,132936120,1042844543,2594242,1252815285,1797043012,123410880,189325161,63129156,201488158,4511170,33119976,362192035,327605197,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,49,8783708093,8772096103,11098414,40,418752,94734,50,2006193317,369181,93735981,188797862,475138503,399803286,159488169,554064843,134780801,208082815,3710671958,16119352,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75111383,2668000664,13369742,1,132971432,1042671294,2749610,1271803698,1795154921,123065099,180169516,67215091,201475808,4529420,33111496,353815780,292326644,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,50,8783709873,8772153626,11039931,50,422951,93255,60,2005621155,298146,93821295,186016632,477942146,399850608,159392503,554345217,133935339,207981199,3710807956,16033547,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75042219,2668064898,13339260,1,132938980,1042743058,2694287,1269748005,1797210503,122354233,186450730,57466331,201498309,4510139,33113106,347030156,288736059,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,51,8783708562,8772156604,11037422,650,419211,94615,60,2006060151,345988,93745972,188848585,475092181,399803495,159477318,554102174,134625636,208087393,3710893661,15903639,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75115542,2668064708,13312107,1,132971851,1042828953,2591532,1074152672,1803073644,115162841,333342155,60115061,201476017,4523191,33115466,359305240,360665297,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,52,8783709743,8772155755,11034142,50,426031,93705,60,2006047379,362348,93744883,187616692,476341845,399560962,159697310,554363379,134340599,207984958,3710758653,16068729,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75051178,2668050997,13334420,1,132933780,1042707656,2734309,1294915692,1793502999,120525640,171654701,58773998,201482857,4515570,33119796,359971150,267246548,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,53,8783708282,8772088841,11102915,60,422531,93875,60,2006039399,327779,93775642,189052709,474893438,399780904,159490669,554100424,134601913,208071964,3710855506,15951824,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75102323,2668163260,13218865,1,132969641,1042692246,2732959,1285768512,1794117081,119722250,175890790,65370502,201475117,4529231,33117906,345003884,266886588,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,54,8783711073,8772090792,11103445,40,421341,95415,40,2006240326,351847,93768674,186881464,477068333,399196896,160076157,554307435,134567081,207978051,3710773572,16065548,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75044931,2668073066,13324179,1,132933120,1042700506,2741369,1281528419,1790703154,124263044,177014060,64862975,201499129,4512119,33108036,337109125,285816357,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,55,8783708653,8772096252,11094695,40,423442,94174,50,2005438528,348798,93783304,189039414,474878020,399599195,159686739,554094753,133985733,208088314,3710841599,15959572,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75115923,2668028017,13353049,1,132972391,1042813582,2606523,1315970771,1789184723,122534057,174525029,65275672,201475257,4528940,33110816,385675696,270404810,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,56,8783710153,8772161906,11032011,50,421662,94484,40,2003314179,356417,93767692,185060416,478896143,401315042,157959771,554295044,131633722,208004850,3710764644,16037516,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75069481,2667940372,13420303,1,132935369,1042824272,2617213,1279935687,1790144223,121082549,180682827,67005042,201489727,4509190,33119066,354112425,295123337,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,57,8783707943,8772094632,11095405,40,423121,94685,60,2002819705,349208,93700269,185719487,478256473,401650961,157627192,554076003,131412338,208070394,3710737643,16041616,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75098253,2668032727,13329197,1,132972141,1042704916,2712419,1281311884,1796340964,119919209,176368110,65247327,201476006,4530961,33110086,345204781,282303235,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,58,8783709592,8772096352,11097414,40,421601,94145,40,2003199114,308195,93812796,185495384,478463843,401095831,158154860,554323328,131514305,207972741,3710655408,16185434,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75038782,2667948672,13455335,1,132933959,1042706736,2730099,1271924941,1792365692,121006926,183993392,62535446,201497608,4510389,33106526,314641281,296392344,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,59,8783709693,8772099313,11094354,40,419851,96075,60,2003093087,311726,93732740,184094395,479876524,401601107,157684008,554089832,131673533,208073734,3710705061,16063079,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75102603,2668000845,13349040,1,132971131,1042704216,2714039,1265974251,1799495010,127115003,179017514,62387066,201475437,4528361,33109836,341177402,290247515,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,60,8783709502,8772096932,11093054,40,425741,93695,40,2002780453,365560,93745230,185246834,478730366,401388932,157865469,554318006,131094525,207967030,3710785734,16075709,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75031601,2667953422,13465396,1,132935429,1042832312,2610313,1271089223,1798389801,125092999,173042689,64696226,201483478,4511259,33124507,314258026,301554502,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,61,8783708143,8772092292,11100065,50,421171,94505,60,2003288807,388812,93729070,186863704,477105345,401498740,157779422,554083474,131812730,208042325,3710617767,16185532,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75071463,2667929892,13453013,1,132970862,1042687875,2732519,1276253618,1794508430,119822216,182363042,65110044,201476748,4523960,33124017,312699225,302657526,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,62,8783709693,8772086482,11103855,40,425701,93555,60,2003088477,336588,93770864,184427398,479535437,401265569,157986894,554316096,131419781,207979071,3710651866,16173584,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75046352,2667911608,13472767,1,132932719,1042740258,2700817,1268799190,1795222010,125477972,181060296,60321251,201501618,4507269,33112096,296586943,299231711,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,63,8783710623,8772092252,11097215,50,424152,96894,60,2003429354,334975,93756764,186875247,477081551,401852807,157453277,554066492,131989700,208049773,3710757654,16056897,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75087592,2667943462,13447054,1,132962181,1042814192,2609843,1240630634,1795865196,123699760,200060169,65110554,201476228,4524910,33116506,338361828,338935514,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,64,8783715423,8772110933,11085324,40,424611,94465,50,2006630628,434343,93756913,186341327,477593500,399826104,159416765,554337677,134913188,208015272,3710925793,15894418,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75053011,2668052758,13335218,1,132962261,1042873035,2559200,1273606773,1798484657,125298077,170591378,63874109,201501499,4502619,33109166,322379509,317224400,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,65,8783712713,8772105713,11089754,150,422282,94764,50,2006236709,451095,93690239,188193104,475747501,399872052,159434694,554061222,134770393,208090604,3710806747,15975903,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75086741,2668073459,13299627,1,133003863,1042733288,2676276,1284836251,1791055760,125039125,171977870,62946400,201461376,4540521,33117196,319799798,297999546,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,66,8783712273,8772105003,11090434,40,421292,95454,50,2006172284,378908,93777995,188468168,475487833,399482576,159764812,554338149,134453343,208023522,3710816245,16014747,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75060871,2668049756,13349031,1,132962651,1042766489,2665716,1267265867,1791085001,122896062,188064664,58969047,201515699,4488159,33110116,278862389,289250069,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,67,8783709693,8772100553,11091884,60,422361,94775,60,2006640930,446132,93712751,189178473,474756392,399685798,159616558,554066032,135160760,208082786,3710899739,15889687,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75084943,2668042476,13336597,1,132997843,1042857263,2553090,1053307784,1801173574,117975716,345518469,57806733,201468377,4535541,33123567,309396308,370133469,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,68,8783714413,8772107443,11087204,40,424962,94714,50,2006708980,456713,93717750,187583681,476348236,399553323,159710780,554337915,134981632,208025111,3710853120,15972253,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75064891,2668076430,13315228,1,132960220,1042776690,2657025,1296852571,1792396070,122350264,168536301,62798445,201490518,4512450,33115256,303810946,268855378,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,69,8783712453,8772107023,11088414,50,422601,94325,40,2006770906,437443,93720039,188401916,475550041,400229510,159034973,554101605,135277947,208075043,3710812116,15996713,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75069770,2668072278,13329157,1,133005273,1042739838,2667556,1288278799,1793399804,133173861,161048269,62200540,201461956,4541181,33126237,309066395,266129109,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,70,8783715243,8772101582,11093605,40,424632,95324,60,2006090320,443392,93736622,187364020,476590729,399701250,159564452,554299095,134370151,208020982,3710839688,15986594,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75061232,2668078329,13314508,1,132959750,1042761359,2672086,1292918427,1792402271,121996544,172655119,67476015,201515480,4495698,33112846,297550678,267421882,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,71,8783712623,8772111783,11084054,40,422622,94064,60,2006391657,468872,93670027,187828965,476123694,399726930,159576434,554077874,134904628,208111777,3710794406,15989923,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75108754,2668069879,13308446,1,133003023,1042724527,2681477,1299096238,1793798037,123745986,163297371,67548120,201470127,4534071,33123127,301913025,266969195,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,72,8783609727,8772003497,11085804,40,425821,94505,60,2004566512,396060,93784533,185643464,478280352,401355693,157905558,554293346,132884205,208023632,3710694571,16117229,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75070512,2667953073,13425042,1,132953120,1042741498,2692187,1282612755,1789980182,120605531,178652486,63095986,201513468,4484869,33117156,373806185,290586618,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,73,8783709323,8772108203,11083054,260,423561,94205,40,2003419826,441843,93728732,184953046,478954857,401044648,158270418,554021552,131980196,208106866,3710761123,16007555,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75113874,2667953671,13413303,1,132992992,1042807452,2594252,1282136081,1796961495,125981625,166436593,56729334,201465757,4533961,33118416,336110442,291203036,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,74,8783711934,8772105293,11085964,50,425351,95216,60,2003954999,387009,93812224,185466425,478458472,401228259,158015223,554315016,132246290,208020961,3710727942,16102160,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75068581,2667970843,13426964,1,132952380,1042757099,2675196,1276138125,1796613095,124311272,175496539,62651411,201521099,4478308,33116566,314044315,283638344,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,75,8783709402,8772106492,11085554,40,423021,94245,50,2004233546,427571,93720219,187202785,476714322,401352956,157963391,554051092,132785007,208082484,3710703402,16090738,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75091572,2667968634,13423502,1,132990912,1042734768,2667236,1377340489,1799219451,118636526,75760531,63088924,201470046,4531191,33114556,340007644,289937169,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,76,8783711113,8772103673,11087174,50,427332,92824,60,2003895060,461374,93708290,183866503,480081506,401038208,158222572,554303748,132185127,208034142,3710807617,16020605,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75081102,2667956383,13435534,1,132953040,1042851234,2585071,1280737368,1795619973,128501081,162113966,58659307,201503109,4494459,33130807,322956240,290916234,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,77,8783709382,8772104742,11086754,40,423622,94164,60,2004270519,436613,93707998,186665468,477285291,400881700,158427013,554047122,132794592,208102404,3710658939,16148693,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75125452,2667945353,13443385,1,132976952,1042713586,2705308,1276485464,1796052107,121503489,176699951,64920460,201464267,4534971,33125777,307725684,292099786,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,78,8783712423,8772103752,11088374,180,424792,95185,140,2003899548,449973,93719461,183923234,480016461,401203578,158073767,554270963,132216540,208016800,3710660299,16148512,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75064220,2667921361,13452215,1,132952580,1042738938,2696297,1270165066,1795588967,124659093,175378728,61189928,201517389,4484228,33115286,314805559,301402323,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,79,8783710023,8772104873,11086544,170,423582,94804,50,2003559761,464674,93684400,185673323,478267842,400645738,158660166,554061264,132077024,208099115,3710699892,16094947,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75115533,2667955004,13428451,1,132983582,1042744888,2666496,1284262679,1795848146,120882707,162900155,68201618,201461017,4536711,33119556,314169439,326301194,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,80,8783712172,8772105412,11087084,40,425931,93595,110,2006881832,418012,93737132,187061295,476890662,400069259,159181963,554325517,135183079,208051671,3710905041,15899830,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75096051,2668101650,13267226,1,132955620,1042803391,2632604,1252434708,1798666724,134136355,180228483,56567988,201488527,4515150,33116946,406833456,311929243,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,81,8783710412,8772101532,11091724,130,422212,94644,170,2006375994,453883,93679159,188564042,475384254,399836476,159449427,554068955,134923857,208115726,3710732773,16054517,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75134355,2667977454,13390531,1,132981371,1042755319,2663986,1280338156,1794425540,128710860,171032570,61661686,201468007,4535631,33112476,407080600,292493142,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,82,8783712532,8772106052,11087234,50,424022,95104,70,2006437779,400231,93737481,186565109,477397587,400193668,159061115,554329237,134739189,208040581,3710927452,15907410,6,3,4,0,1,4555,1232,61,0,0,0,0,5,75087171,2668127051,13272406,1,132953410,1042800401,2635004,1274663067,1794742919,128486347,176246236,62116001,201502878,4508059,33105966,386315417,273598032,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
