step,rank,level,initialized,complete,attempts,successes,failures,apply_ns,reduction_ns,visits,pre_smooth_calls,pre_smooth_ns,residual_calls,residual_ns,restriction_calls,restriction_ns,prolongation_calls,prolongation_ns,post_smooth_calls,post_smooth_ns,terminal_calls,terminal_ns,direct_mpi_calls,direct_mpi_ns,halo_wait_ns,halo_control_ns,halo_control_calls,source_meta_sha256
10511,76,-1,1,1,158,158,0,1942925493,96100571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,76,0,1,1,0,0,0,0,0,158,158,463420579,0,0,158,183504545,158,51793979,158,232740465,0,0,0,0,161532641,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,76,1,1,1,0,0,0,0,0,316,316,62231938,0,0,316,48087836,316,17595794,316,64268887,0,0,632,5324402,49394832,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,76,2,1,1,0,0,0,0,0,474,474,32067128,0,0,474,49338770,474,8059182,474,14731348,0,0,1264,3442537,65490407,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,76,3,1,1,0,0,0,0,0,632,632,41346214,0,0,632,15018890,632,6682796,632,9079561,0,0,1896,3055417,53646994,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,76,4,1,1,0,0,0,0,0,790,790,7542473,0,0,790,3022707,790,13825096,790,9547393,0,0,2528,2923782,11958528,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,76,5,1,1,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,948,225962323,2528,138777675,10177793,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,76,-1,1,1,151,151,0,1963331138,109046713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,76,0,1,1,0,0,0,0,0,151,151,445802321,0,0,151,175372131,151,49060979,151,224736454,0,0,0,0,155870771,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,76,1,1,1,0,0,0,0,0,302,302,55188035,0,0,302,46483860,302,17523005,302,61315156,0,0,604,4973954,43318528,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,76,2,1,1,0,0,0,0,0,453,453,22148734,0,0,453,67161408,453,7203942,453,14203175,0,0,1208,3630265,74273257,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,76,3,1,1,0,0,0,0,0,604,604,69042393,0,0,604,29669751,604,9462416,604,7542427,0,0,1812,2762117,94554515,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
