step,rank,level,initialized,complete,attempts,successes,failures,apply_ns,reduction_ns,visits,pre_smooth_calls,pre_smooth_ns,residual_calls,residual_ns,restriction_calls,restriction_ns,prolongation_calls,prolongation_ns,post_smooth_calls,post_smooth_ns,terminal_calls,terminal_ns,direct_mpi_calls,direct_mpi_ns,halo_wait_ns,halo_control_ns,halo_control_calls,source_meta_sha256
10511,20,-1,1,1,158,158,0,1947039117,93956779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,20,0,1,1,0,0,0,0,0,158,158,451144847,0,0,158,190156022,158,49427347,158,232139412,0,0,0,0,133274398,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,20,1,1,1,0,0,0,0,0,316,316,91984482,0,0,316,48543080,316,17305123,316,58047519,0,0,632,5446446,78490517,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,20,2,1,1,0,0,0,0,0,474,474,66212154,0,0,474,10628862,474,6916227,474,14219194,0,0,1264,2665095,63751563,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,20,3,1,1,0,0,0,0,0,632,632,8948761,0,0,632,3910089,632,5986579,632,8058787,0,0,1896,2236107,10820155,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,20,4,1,1,0,0,0,0,0,790,790,66270458,0,0,790,3120212,790,13366609,790,8213373,0,0,2528,2093218,72060452,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,20,5,1,1,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,948,196262127,2528,109692743,10893429,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,20,-1,1,1,151,151,0,1970292692,122468137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,20,0,1,1,0,0,0,0,0,151,151,426519266,0,0,151,179854661,151,47514680,151,224448175,0,0,0,0,112164381,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,20,1,1,1,0,0,0,0,0,302,302,86793280,0,0,302,69585696,302,17025111,302,55461655,0,0,604,5325950,97625220,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,20,2,1,1,0,0,0,0,0,453,453,78133596,0,0,453,26487888,453,7075953,453,14895366,0,0,1208,2587784,92929373,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,20,3,1,1,0,0,0,0,0,604,604,8042616,0,0,604,33920750,604,5747242,604,24518762,0,0,1812,2172882,57334295,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
