step,rank,level,initialized,complete,attempts,successes,failures,apply_ns,reduction_ns,visits,pre_smooth_calls,pre_smooth_ns,residual_calls,residual_ns,restriction_calls,restriction_ns,prolongation_calls,prolongation_ns,post_smooth_calls,post_smooth_ns,terminal_calls,terminal_ns,direct_mpi_calls,direct_mpi_ns,halo_wait_ns,halo_control_ns,halo_control_calls,source_meta_sha256
10511,122,-1,1,1,158,158,0,1942850649,127088481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,122,0,1,1,0,0,0,0,0,158,158,450909156,0,0,158,168650387,158,49533884,158,205279327,0,0,0,0,113176984,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,122,1,1,1,0,0,0,0,0,316,316,60847001,0,0,316,59273954,316,15164324,316,52752290,0,0,632,6360870,63364252,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,122,2,1,1,0,0,0,0,0,474,474,68558879,0,0,474,16422833,474,6629387,474,12909527,0,0,1264,2131605,72495941,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,122,3,1,1,0,0,0,0,0,632,632,44032138,0,0,632,15102191,632,5796268,632,9013987,0,0,1896,1980981,59340158,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,122,4,1,1,0,0,0,0,0,790,790,65387263,0,0,790,4069338,790,14911993,790,11390059,0,0,2528,2204719,75781265,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,122,5,1,1,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,948,181913974,2528,94996169,12193747,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,122,-1,1,1,151,151,0,1967334029,155978549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,122,0,1,1,0,0,0,0,0,151,151,427827405,0,0,151,159363867,151,46815241,151,200370237,0,0,0,0,90128349,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,122,1,1,1,0,0,0,0,0,302,302,58138400,0,0,302,78302809,302,14955443,302,47880317,0,0,604,6207271,82399139,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
