step,rank,level,initialized,complete,attempts,successes,failures,apply_ns,reduction_ns,visits,pre_smooth_calls,pre_smooth_ns,residual_calls,residual_ns,restriction_calls,restriction_ns,prolongation_calls,prolongation_ns,post_smooth_calls,post_smooth_ns,terminal_calls,terminal_ns,direct_mpi_calls,direct_mpi_ns,halo_wait_ns,halo_control_ns,halo_control_calls,source_meta_sha256
10511,108,-1,1,1,158,158,0,1947546167,124063762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,108,0,1,1,0,0,0,0,0,158,158,466190109,0,0,158,161489085,158,51438990,158,217945800,0,0,0,0,88895048,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,108,1,1,1,0,0,0,0,0,316,316,68034966,0,0,316,52701339,316,15076623,316,53433018,0,0,632,5887083,65817084,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,108,2,1,1,0,0,0,0,0,474,474,43698195,0,0,474,43527868,474,7925139,474,13924763,0,0,1264,2163367,73223905,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,108,3,1,1,0,0,0,0,0,632,632,47199016,0,0,632,17788516,632,5151838,632,8744324,0,0,1896,1844142,65320240,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,108,4,1,1,0,0,0,0,0,790,790,25195929,0,0,790,3258111,790,16123248,790,9816022,0,0,2528,1957591,31174084,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,108,5,1,1,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,948,206692059,2528,120320413,12636828,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,108,-1,1,1,151,151,0,1969465283,137288214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,108,0,1,1,0,0,0,0,0,151,151,442264774,0,0,151,155778121,151,48624356,151,211455252,0,0,0,0,85949791,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,108,1,1,1,0,0,0,0,0,302,302,64557624,0,0,302,51133766,302,14861868,302,51440476,0,0,604,5123829,63573474,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,108,2,1,1,0,0,0,0,0,453,453,72641285,0,0,453,32855977,453,6272969,453,13475094,0,0,1208,2026620,92783403,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,108,3,1,1,0,0,0,0,0,604,604,78887225,0,0,604,18440115,604,7961802,604,8258823,0,0,1812,1717526,96106611,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,108,4,1,1,0,0,0,0,0,755,755,36309883,0,0,755,3127273,755,29735807,755,11384791,0,0,2416,3058115,45784754,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,108,5,1,1,0,0,0,0,0,906,0,0,0,0,0,0,0,0,0,0,906,196291002,2416,114181127,26550872,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,108,-1,1,1,155,155,0,1797859175,82820897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,108,0,1,1,0,0,0,0,0,155,155,458870181,0,0,155,159108152,155,50230882,155,213420341,0,0,0,0,86264609,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,108,1,1,1,0,0,0,0,0,310,310,60479971,0,0,310,52184046,310,15136223,310,51605005,0,0,620,5157925,59523145,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
