step,rank,level,initialized,complete,attempts,successes,failures,apply_ns,reduction_ns,visits,pre_smooth_calls,pre_smooth_ns,residual_calls,residual_ns,restriction_calls,restriction_ns,prolongation_calls,prolongation_ns,post_smooth_calls,post_smooth_ns,terminal_calls,terminal_ns,direct_mpi_calls,direct_mpi_ns,halo_wait_ns,halo_control_ns,halo_control_calls,source_meta_sha256
10511,84,-1,1,1,158,158,0,1943368078,40283290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,84,0,1,1,0,0,0,0,0,158,158,462029111,0,0,158,213026165,158,67987611,158,232542240,0,0,0,0,217667208,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,84,1,1,1,0,0,0,0,0,316,316,79942244,0,0,316,51859084,316,17847918,316,67735186,0,0,632,5260065,100407598,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,84,2,1,1,0,0,0,0,0,474,474,18737142,0,0,474,83188185,474,7126020,474,15723834,0,0,1264,3087040,90108456,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,84,3,1,1,0,0,0,0,0,632,632,10581836,0,0,632,3932951,632,6388755,632,9898034,0,0,1896,2460809,13174500,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,84,4,1,1,0,0,0,0,0,790,790,7017643,0,0,790,3134857,790,14720172,790,9882884,0,0,2528,3014869,13193888,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10511,84,5,1,1,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,948,192771107,2528,106649117,11196079,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,84,-1,1,1,151,151,0,1968366086,47333549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,84,0,1,1,0,0,0,0,0,151,151,466517620,0,0,151,203173245,151,48369611,151,220789023,0,0,0,0,262536399,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,84,1,1,1,0,0,0,0,0,302,302,91018829,0,0,302,49539825,302,17448649,302,74102938,0,0,604,5184626,103614937,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,84,2,1,1,0,0,0,0,0,453,453,45644089,0,0,453,64426452,453,7211243,453,14937636,0,0,1208,3241276,98686918,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,84,3,1,1,0,0,0,0,0,604,604,10327780,0,0,604,5662157,604,8133715,604,7944314,0,0,1812,2322119,13704887,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,84,4,1,1,0,0,0,0,0,755,755,7650463,0,0,755,3093576,755,29538212,755,27090811,0,0,2416,2920404,33398006,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10512,84,5,1,1,0,0,0,0,0,906,0,0,0,0,0,0,0,0,0,0,906,172237853,2416,90159537,25936336,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,84,-1,1,1,155,155,0,1794448843,38951755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,84,0,1,1,0,0,0,0,0,155,155,461541106,0,0,155,193297467,155,50171655,155,237081639,0,0,0,0,191048195,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,84,1,1,1,0,0,0,0,0,310,310,62123140,0,0,310,53187917,310,17485695,310,66022924,0,0,620,4858040,67537021,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,84,2,1,1,0,0,0,0,0,465,465,17677156,0,0,465,64851091,465,7097926,465,16064195,0,0,1240,2877618,70926069,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,84,3,1,1,0,0,0,0,0,620,620,10541326,0,0,620,5627449,620,5575290,620,8043408,0,0,1860,2465787,13381869,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,84,4,1,1,0,0,0,0,0,775,775,7094896,0,0,775,3216466,775,15352392,775,8227984,0,0,2480,2474903,11710895,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10513,84,5,1,1,0,0,0,0,0,930,0,0,0,0,0,0,0,0,0,0,930,158115400,2480,73755142,12195645,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10514,84,-1,1,1,152,152,0,1742922712,50794523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10514,84,0,1,1,0,0,0,0,0,152,152,434864030,0,0,152,189547049,152,49355783,152,222189574,0,0,0,0,159797894,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10514,84,1,1,1,0,0,0,0,0,304,304,63326061,0,0,304,49574372,304,16908423,304,63282517,0,0,608,5136971,64050886,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10514,84,2,1,1,0,0,0,0,0,456,456,16737785,0,0,456,64431155,456,6994717,456,15193604,0,0,1216,2953479,70049363,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10514,84,3,1,1,0,0,0,0,0,608,608,9573446,0,0,608,3485835,608,6178315,608,7939398,0,0,1824,2434352,10310289,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10514,84,4,1,1,0,0,0,0,0,760,760,6591913,0,0,760,3087339,760,12479700,760,8437064,0,0,2432,2822497,11628545,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10514,84,5,1,1,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,912,155827773,2432,72988392,9224872,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10515,84,-1,1,1,161,161,0,1850769256,37273941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10515,84,0,1,1,0,0,0,0,0,161,161,472833810,0,0,161,202753700,161,52496028,161,234251288,0,0,0,0,170547303,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10515,84,1,1,1,0,0,0,0,0,322,322,70684381,0,0,322,52506322,322,17891826,322,66387161,0,0,644,5343449,70997035,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10515,84,2,1,1,0,0,0,0,0,483,483,17010197,0,0,483,69440021,483,7277742,483,16192147,0,0,1288,3053932,74271497,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10515,84,3,1,1,0,0,0,0,0,644,644,10877689,0,0,644,3774714,644,6473613,644,8055386,0,0,1932,2473134,11280619,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10515,84,4,1,1,0,0,0,0,0,805,805,7354634,0,0,805,3242567,805,13783332,805,9733405,0,0,2576,2770260,13921330,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10515,84,5,1,1,0,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,966,164557496,2576,77095519,10367675,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10516,84,-1,1,1,163,163,0,1889105096,36403796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10516,84,0,1,1,0,0,0,0,0,163,163,481399460,0,0,163,204232767,163,54149105,163,240594355,0,0,0,0,176865723,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10516,84,1,1,1,0,0,0,0,0,326,326,66151785,0,0,326,52851016,326,18159785,326,68879280,0,0,652,5215737,67477380,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10516,84,2,1,1,0,0,0,0,0,489,489,31655640,0,0,489,69545263,489,7733641,489,16773271,0,0,1304,3029707,89434158,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10516,84,3,1,1,0,0,0,0,0,652,652,10600009,0,0,652,4061996,652,6353908,652,8546850,0,0,1956,2872766,11659851,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10516,84,4,1,1,0,0,0,0,0,815,815,7148408,0,0,815,3203557,815,13648161,815,10009789,0,0,2608,2707286,13506374,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10516,84,5,1,1,0,0,0,0,0,978,0,0,0,0,0,0,0,0,0,0,978,170100917,2608,80844149,9962824,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10517,84,-1,1,1,166,166,0,1935203723,38255893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10517,84,0,1,1,0,0,0,0,0,166,166,490342409,0,0,166,210425414,166,55366455,166,243167881,0,0,0,0,183490820,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10517,84,1,1,1,0,0,0,0,0,332,332,64303119,0,0,332,56198100,332,18722158,332,69074429,0,0,664,5752194,66896605,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10517,84,2,1,1,0,0,0,0,0,498,498,17627886,0,0,498,77488880,498,7776545,498,16336901,0,0,1328,3300506,82460330,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10517,84,3,1,1,0,0,0,0,0,664,664,11185997,0,0,664,4443667,664,9047489,664,8420543,0,0,1992,2727538,12175522,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10517,84,4,1,1,0,0,0,0,0,830,830,8552887,0,0,830,3404386,830,14362263,830,10839654,0,0,2656,4694453,16457597,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10517,84,5,1,1,0,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0,996,183307741,2656,91561207,10509358,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10518,84,-1,1,1,152,152,0,1732680565,32646836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10518,84,0,1,1,0,0,0,0,0,152,152,440168769,0,0,152,190534933,152,50608936,152,222584621,0,0,0,0,164954260,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10518,84,1,1,1,0,0,0,0,0,304,304,60271954,0,0,304,49271481,304,17023641,304,63479782,0,0,608,5156823,60984374,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10518,84,2,1,1,0,0,0,0,0,456,456,15790241,0,0,456,67038977,456,7242697,456,15840493,0,0,1216,2871538,71883476,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10518,84,3,1,1,0,0,0,0,0,608,608,9928195,0,0,608,3408808,608,5637898,608,7757230,0,0,1824,2473428,10578589,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10518,84,4,1,1,0,0,0,0,0,760,760,6426608,0,0,760,2988024,760,12966969,760,8186494,0,0,2432,2540423,11014412,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
10518,84,5,1,1,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,912,156878990,2432,72262308,9592738,0,0,5eb7747ecbde451de49ea2bb0b40c31b43aa1915d4f074ed405d0301b7d991a6
